aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
-0.4455258936613761,1.9787126167503957,-2.549478401660248,-0.25282278982434847,1.5544,1.652421997160273,2.355826166987822,2.18316476200794,1.1407336500603549,2.0356,1.51545500382698,1.9282868091354564,1.9354020443239768,1.7006,-1.3763766761982217,-2.5186,1.6000161345475388,0.9472314253474534,-2.577400982593101,-3.422082852903672,2.052139629025786,-2.967134561436289,0.34097826310825097,-0.6115608501714671,1.970645868709653e-15,-0.37870948447912745,2.5580653107696216,-0.14900000000000002,-1.46183480376803,2.1424999999999996,3.7217929030032937,0.04440631321541444,-0.6137287480032633,-2.5457,4.437410085730506,2.3927703318490665,3.7888,1.4042371984362034,-1.3639245371876667,2.262000000000001,-1.4295294992789738,2.349889713638282,1.2069500565091824,0.29534664579327674,1.7925,-0.041388256738738693
-2.259937071708281,2.1915668425126906,-1.3780393527117925,-1.7732869553384325,0.5815,2.2010958163040693,0.32230647186121475,1.2617,1.1407336500603549,2.6415,-0.27978227819636364,0.5699907507313862,1.1890869473846333,0.5505,1.7581189178784489,-1.2651717774423923,1.1309,2.0071856534958634,-1.527732804514119,-2.8971,4.325232730842943,-1.7734,4.593695052488185,-0.49599999999999955,2.89212647874183,-2.138923503576163,2.734210331527022,-1.2843099030755991,-0.9391651962319703,2.1424999999999996,2.8088028748751954,-0.5997173467762393,-2.883,-0.9071084433509387,1.4223603090913335,2.4409,3.3482139745659834,2.55682628338545,-1.1042754628123332,1.6875921475958156,0.24287627719302707,2.3089667679542805,3.816295429681565,0.11266386760736857,2.2247803215550475,3.8679869491965553
-1.8799,0.12412668920932202,-2.1378805015550113,-0.9914343410982822,1.6359,1.304056128420324,0.7962353206726778,2.5017416940064985,1.7571038764666576,2.7852,-0.38391648007324014,1.9764844426428192,-0.034670194616368444,2.4071,1.2562722650092282,-1.4637,0.9484370523916685,0.4462,-0.9181091070319576,-3.0166491324765587,0.7994150784302227,-2.10294391053072,0.9944874891658718,1.964100503185571,2.840444362407646,-2.138923503576163,1.0974185037526587,-1.3915152483802888,1.6980002511278283,2.431229521750635,1.6750236469107942,-0.8896024458811087,-1.2989762389829074,-2.6451702239844437,3.588890486487583,2.864104979206112,-0.09817418440809023,1.7223764940563668,-2.3831276953416722,0.4383475749719888,-1.1929440138166343,1.1149314991015733,1.3252169593782648,0.01807139833892024,2.334192145783567,1.8758
-1.0599602708294886,1.6984212568421535,-2.9342334643461996,-2.3596,0.0,1.1343769247001858,1.5275726695373706,2.674006345731546,0.7498702264063026,2.7007,-0.38391648007324014,0.6444524437994739,0.46105506633896426,0.7862,0.5859,-1.103064501283551,2.2497091543077175,-0.730179977968399,-0.14405649714320523,-0.9105678297966004,0.15345216425686814,-0.8767688478444364,5.018230668602018,1.4825635895203864,2.2083404087451495,-2.4686,-0.16693413509172295,-0.23251382844119073,-1.670568977128436,0.7925813754921305,1.4294488914713752,0.784234026627961,-3.7540833605851303,-1.9538549346621898,2.141470624281856,0.6715014190027564,2.0754662970520905,2.8116316142131486,0.0,0.48201719368802204,0.24287627719302707,1.5175609368040912,3.3347559207085866,1.1732644922328737,1.7077121461046905,0.993384113428965
-2.0455244258879928,2.0963,-2.9381589576419955,-2.516265658901718,1.8096,2.4537041836959297,0.8044321659076454,2.4223,0.7742663499396452,2.4636,0.6193932683074553,0.8705426935982242,3.53355555760348,0.0,0.040486297564178986,-0.6980022638579004,2.4130859599723573,1.0876804300656717,-1.2468253031921839,-2.6721250011672932,1.1908162228770145,-1.766490162689864,1.5207667459745635,4.450534343607256,2.2793999999999994,-1.2699,2.915004240375475,-0.4327055068110375,-2.3847368669487294,2.021199999999999,2.528094644960215,0.784234026627961,-3.7540833605851303,-0.8933761237911619,3.9514113798781514,0.9415334054562134,-0.1450784343469715,2.4031,-2.40689122409149,0.004852425028009699,-1.031413545457823,2.5282,1.2069500565091824,0.819971640159758,0.7017833123176155,-0.041388256738738693
-1.43999734253777,3.103934023246296,-1.032060540802993,-0.6479940388718752,2.5923,2.151148233266785,1.6002646793273223,1.2671575952825764,0.9493917220493948,2.7007,1.1614011990886155,0.5699907507313862,1.0636232276912183,0.7862,-0.4834307821079835,-1.0233542565605347,2.2497091543077175,2.166724056021454,-1.4018726933034316,-0.3550171470963274,1.242127640131271,-1.9231,2.3013,1.3873994968144283,2.534055849376996,-1.0511944359177714,-0.5397624956244651,-1.8802,-2.1376680346886427,1.9837026996856029,1.691530888757171,-2.711025267531438,-1.130023454164605,-2.2631366219868703,5.158919289987635,-0.11734445848169561,0.16498175121115566,2.5039972202897305,-2.260307982292323,2.4874989630654984,-0.7451,3.3045354323321297,1.6532,1.5834408886266296,-0.283733646471669,1.0168724345867064
-1.0836079060052204,3.070712766404143,-1.6574074520893425,-1.6208,2.5923,2.3560661601335537,1.8977783578469531,0.362078929447859,-0.23133439045397586,0.5657999999999999,1.1437920692188397,2.8836392529349304,0.5471428579989982,0.7862,1.3080055493574672,-0.0654419996157578,1.7805603949766668,0.3869785841908301,-0.9181091070319576,-1.772889910306896,1.1908162228770145,-1.0220736825732206,-1.114906739907242,0.5493005676568273,2.5163414019702706,-1.7343708310330745,-1.2942,-1.9069314781019755,-2.105,1.1733537448204698,1.78419493494231,-2.754158946342052,-1.6678,-0.36046179839191983,0.8054739937345634,-0.06311114664270312,1.2948784343469715,0.8110055008921626,-2.2460635287498185,1.3899544952120446,0.21976473742436192,1.7093923084571356,0.13274311759963398,1.5838913564944526,1.9145463532072073,2.0012786831285565
-1.8386629282917188,1.1354579177788164,-1.9040918486003977,-1.6523973642462555,1.3906,1.8096323272858799,2.4959878973813048,0.05296153653128788,-1.4839849008333994,2.7852,0.84720890011987,3.804393691911433,1.7229637196934149,0.7862,2.4383307821079834,-3.3397404795023844,0.4358,-0.8487528411566233,-2.852,-2.8365943345679914,2.857665731782009,-1.9618098373101363,0.14579999999999993,0.5493005676568273,0.021543782899805353,-2.0506838497843884,-0.46620789391226075,-1.119299751918013,-1.5303002511278283,0.12001542491614811,2.3802710958627826,-1.5743055504743206,-2.472657437874444,-2.8296882087472013,3.5883402204090293,1.3375328515314244,2.491923470193499,1.3031343353950415,-1.1492367647580135,0.48201719368802204,-2.2532180255208036,2.489766300612017,3.9811033416152237,2.576744151272674,0.312235681615059,0.7774343676748883
-1.5898608746443812,1.9101742242957576,-1.6635,-0.6300721104805136,2.5923,0.9296068630387283,3.522,2.359431357532398,-0.2557305139873183,0.0,-0.021299999999999986,0.4640573064017757,1.6971073546825255,1.0086,0.8245747672494836,-2.418276398351943,0.6342363620784008,-0.730179977968399,-2.093968571126884,-0.05780000000000002,2.5279930436455604,-1.9231,0.5496182405043001,0.3236105721400276,2.300454123749291,-0.31699543383724715,1.8470899056738275,-1.212585321397632,0.38058133589030363,-2.6367796834847468e-15,0.2500072418463768,-1.0987736892979383,-0.9284771803683374,-1.3858218317237538,0.9193639080040568,-0.22928171449837187,1.6434636795335864,0.39656064811991243,-1.5762487414915316,0.3746165526822713,-1.5348915386164117,1.2915791855327472,3.333,1.9050286016610798,1.6824108159478346,2.0426669398672956
-0.6032252252591073,1.6286035034493538,-3.5668495333479275,-1.5472772101756516,1.5544,1.978075412119621,1.9804200632889504,1.2081039412487113,-1.6155481937196046,2.0356,-0.021299999999999986,0.7959670551536366,2.9736629122860054,2.4071,1.681459596526059,-0.7037359188495589,1.6000161345475388,-0.730179977968399,-1.154299606952098,-1.3160015502237141,0.46329337191328046,-2.130122250371768,2.976651748990056,0.3558100689544568,4.574344150623004,-2.3308961960774957,0.3810150052048745,-0.4749946546953102,-2.54787362046785,1.5495909386852385,0.2500072418463768,-3.3939326239174763,-0.21650897502297128,-1.2728999999999995,4.8043,0.2868411800472235,3.4051149707544455,1.7659393812195088,0.0,1.115966914110036,-0.4461564754574357,2.489766300612017,3.316556940800182,-0.2800803283189411,1.9316524941564217,0.2336937651640123
-0.4514020536473377,0.0,-3.180917860857255,-2.3358261694627114,0.5815,2.151148233266785,3.4112478091408684,2.035593654268454,1.8618,0.5657999999999999,-0.09468490067807855,0.4640573064017757,1.5870391320379715,0.7862,2.9150044111889937,0.0,1.3104325452355117,0.7250416268280181,-1.009394832966636,-3.2177,1.031014728887951,-3.0376263174267795,0.16328399277842287,-0.18849999999999986,0.25848518487007655,-2.3787375390521825,1.2494,-0.6038835221963263,-1.274998744742958,1.3778834311565262,2.62960506505769,-2.5779,-1.535858258450566,-0.8933761237911619,4.153084838425455,0.42728894697451775,1.891916002019694,1.5456439145821312,-1.3069096073353625,1.2521487035909642,0.2886,2.7588645676678705,4.5374784703033,0.5736551794481854,1.748027503630219,1.0168724345867064
-2.1471258290739996,1.6286035034493538,-2.2968622715744123,-2.1673141327636958,1.3906,1.9425999999999997,2.710468196328377,3.3263363720928605,1.7028931787840045,2.4636,0.8331033690818068,2.1562703676492916,-0.034670194616368444,2.5293,0.16235932135238973,-1.6400457434394655,0.9863465852631543,2.3544271368117755,-1.2262894454371345,-3.8140813026799583,2.147308206717346,-0.427677749628232,2.7237734858818055,4.2271586852265095,0.21680000000000058,-0.37870948447912745,-1.6101412463843368,-0.8491416525494238,-1.6381899555466601,1.1733537448204698,2.5136875479635084,-0.0507729265568444,-2.386463644032492,-2.4287915566490605,-0.5746113798781558,-0.7750334054562134,0.479057886119442,1.3357027211818928,-0.8294880232664819,1.99191551574777,-2.2231495004312274,1.6892765869737354,0.13274311759963398,1.797872511112916,1.5718,1.8604880045479701
